i,qV(1)/qC(0),Run 1 of 25,qV(1)/qC(0),Run 2 of 25,qV(1)/qC(0),Run 3 of 25,qV(1)/qC(0),Run 4 of 25,qV(1)/qC(0),Run 5 of 25,qV(1)/qC(0),Run 6 of 25,qV(1)/qC(0),Run 7 of 25,qV(1)/qC(0),Run 8 of 25,qV(1)/qC(0),Run 9 of 25,qV(1)/qC(0),Run 10 of 25,qV(1)/qC(0),Run 11 of 25,qV(1)/qC(0),Run 12 of 25,qV(1)/qC(0),Run 13 of 25,qV(1)/qC(0),Run 14 of 25,qV(1)/qC(0),Run 15 of 25,qV(1)/qC(0),Run 16 of 25,qV(1)/qC(0),Run 17 of 25,qV(1)/qC(0),Run 18 of 25,qV(1)/qC(0),Run 19 of 25,qV(1)/qC(0),Run 20 of 25,qV(1)/qC(0),Run 21 of 25,qV(1)/qC(0),Run 22 of 25,qV(1)/qC(0),Run 23 of 25,qV(1)/qC(0),Run 24 of 25,qV(1)/qC(0),Run 25 of 25
184,0,"Question{QuestionCommittee{λ=17400973/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=39875333/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=967539/524288, rank=6}}",0,"Question{QuestionCommittee{λ=10418017/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=17410087/16777216, rank=3}}",0,"Question{QuestionCommittee{λ=5619874229/2147483648, rank=6}}",0,"Question{QuestionCommittee{λ=4216832769/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=1621329/524288, rank=8}}",0,"Question{QuestionCommittee{λ=21119609/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=538861/524288, rank=7}}",0,"Question{QuestionCommittee{λ=78771843/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=171447/131072, rank=1}}",0,"Question{QuestionCommittee{λ=48393983/33554432, rank=3}}",0,"Question{QuestionCommittee{λ=5890263/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=10632205053/8589934592, rank=4}}",0,"Question{QuestionCommittee{λ=17462565/16777216, rank=4}}",0,"Question{QuestionCommittee{λ=4210245/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=1311213/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=42890367/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=39597591/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=158489/131072, rank=1}}",0,"Question{QuestionCommittee{λ=740793/524288, rank=8}}",0,"Question{QuestionCommittee{λ=1646905/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=9599915/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=49877351/33554432, rank=8}}"
185,0,"Question{QuestionCommittee{λ=4476037809/4294967296, rank=4}}",0,"Question{QuestionCommittee{λ=630431567/536870912, rank=2}}",0,"Question{QuestionCommittee{λ=19133311/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=1194705/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=76309/65536, rank=6}}",0,"Question{QuestionCommittee{λ=17239/16384, rank=4}}",0,"Question{QuestionCommittee{λ=207691241/134217728, rank=6}}",0,"Question{QuestionCommittee{λ=288160135/268435456, rank=3}}",0,"Question{QuestionCommittee{λ=1401083/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=1077703/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=107323559/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=34556397/33554432, rank=4}}",0,"Question{QuestionCommittee{λ=20910609/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=694862049/536870912, rank=5}}",0,"Question{QuestionCommittee{λ=69538147/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=1125906309/536870912, rank=3}}",0,"Question{QuestionCommittee{λ=36676004941/34359738368, rank=3}}",0,"Question{QuestionCommittee{λ=6290206981/4294967296, rank=3}}",0,"Question{QuestionCommittee{λ=27437413/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=336719/262144, rank=6}}",0,"Question{QuestionCommittee{λ=16568351677/4294967296, rank=7}}",0,"Question{QuestionCommittee{λ=19091436429/8589934592, rank=7}}",0,"Question{QuestionCommittee{λ=2403733399/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=2288509381/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=75483171/67108864, rank=5}}"
186,0,"Question{QuestionCommittee{λ=34801927/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=24328329/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=38266641/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=1101643/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=301341/262144, rank=5}}",0,"Question{QuestionCommittee{λ=11239748477/4294967296, rank=6}}",0,"Question{QuestionCommittee{λ=19098807/16777216, rank=4}}",0,"Question{QuestionCommittee{λ=30408861/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=21906437/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=158263045/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=27027963/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=4747603/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=2218975575/2147483648, rank=6}}",0,"Question{QuestionCommittee{λ=2856559/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=672372243/536870912, rank=5}}",0,"Question{QuestionCommittee{λ=32431227/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=72661/65536, rank=1}}",0,"Question{QuestionCommittee{λ=278351/262144, rank=1}}",0,"Question{QuestionCommittee{λ=34813961/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=4791037/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=3229231567/2147483648, rank=5}}",0,"Question{QuestionCommittee{λ=8438065/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=1604497/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=4577018781/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=1179009/524288, rank=6}}"
187,0,"Question{QuestionCommittee{λ=69603873/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=42543199/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=76533263/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=152486209/134217728, rank=7}}",0,"Question{QuestionCommittee{λ=4398968945/4294967296, rank=2}}",0,"Question{QuestionCommittee{λ=14999525/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=102028299/67108864, rank=3}}",0,"Question{QuestionCommittee{λ=16847041/16777216, rank=2}}",0,"Question{QuestionCommittee{λ=43812893/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=17207927/16777216, rank=4}}",0,"Question{QuestionCommittee{λ=272542801/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=69112775/67108864, rank=4}}",0,"Question{QuestionCommittee{λ=41821199/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=1389724079/1073741824, rank=5}}",0,"Question{QuestionCommittee{λ=6623/4096, rank=8}}",0,"Question{QuestionCommittee{λ=137772001/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=188388723/134217728, rank=4}}",0,"Question{QuestionCommittee{λ=3503015/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=85780753/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=9582093/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=17436801/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=2138397/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=147997117/134217728, rank=4}}",0,"Question{QuestionCommittee{λ=9924435/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=2358037/1048576, rank=6}}"
188,0,"Question{QuestionCommittee{λ=8952075637/8589934592, rank=4}}",0,"Question{QuestionCommittee{λ=48656639/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=153066545/134217728, rank=7}}",0,"Question{QuestionCommittee{λ=304972399/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=7521641/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=22479496973/8589934592, rank=6}}",0,"Question{QuestionCommittee{λ=39042791/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=278074327/268435456, rank=4}}",0,"Question{QuestionCommittee{λ=281190935/268435456, rank=2}}",0,"Question{QuestionCommittee{λ=18234421/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=545085621/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=267977/262144, rank=3}}",0,"Question{QuestionCommittee{λ=83642417/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=153197873/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=1344744467/1073741824, rank=5}}",0,"Question{QuestionCommittee{λ=210141833/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=8420471/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=2727739/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=54874807/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=1083289/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=316959/262144, rank=1}}",0,"Question{QuestionCommittee{λ=1481605/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=3797173/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=9154037581/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=22630527/16777216, rank=7}}"
189,0,"Question{QuestionCommittee{λ=65935/65536, rank=2}}",0,"Question{QuestionCommittee{λ=97313297/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=17949383/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=2389429/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=8797937909/8589934592, rank=2}}",0,"Question{QuestionCommittee{λ=34497/32768, rank=4}}",0,"Question{QuestionCommittee{λ=415382463/268435456, rank=6}}",0,"Question{QuestionCommittee{λ=556148635/536870912, rank=4}}",0,"Question{QuestionCommittee{λ=1519985/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=36468861/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=594048201/536870912, rank=2}}",0,"Question{QuestionCommittee{λ=138225531/134217728, rank=4}}",0,"Question{QuestionCommittee{λ=36301053/33554432, rank=4}}",0,"Question{QuestionCommittee{λ=306395727/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=6333609/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=1139111/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=145341/131072, rank=1}}",0,"Question{QuestionCommittee{λ=2622407/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=19481/16384, rank=3}}",0,"Question{QuestionCommittee{λ=49155769/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=633899/524288, rank=1}}",0,"Question{QuestionCommittee{λ=2963191/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=4807466817/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=51105511/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=150966323/134217728, rank=5}}"
190,0,"Question{QuestionCommittee{λ=8520639/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=204058707/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=1935097/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=970451881/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=670253325/536870912, rank=7}}",0,"Question{QuestionCommittee{λ=29999069/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=78085601/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=576320251/536870912, rank=3}}",0,"Question{QuestionCommittee{λ=2802147/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=2155387/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=1090171261/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=342913/262144, rank=1}}",0,"Question{QuestionCommittee{λ=4437951169/4294967296, rank=6}}",0,"Question{QuestionCommittee{λ=17660925/16777216, rank=3}}",0,"Question{QuestionCommittee{λ=67606037/67108864, rank=3}}",0,"Question{QuestionCommittee{λ=4321159/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=290663/262144, rank=1}}",0,"Question{QuestionCommittee{λ=302502609/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=8488285/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=673419/524288, rank=6}}",0,"Question{QuestionCommittee{λ=906283/524288, rank=2}}",0,"Question{QuestionCommittee{λ=396620685/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=319073325/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=19848851/16777216, rank=3}}",0,"Question{QuestionCommittee{λ=38005657/33554432, rank=2}}"
191,0,"Question{QuestionCommittee{λ=174391457/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=195615/131072, rank=3}}",0,"Question{QuestionCommittee{λ=71889245/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=609944779/536870912, rank=7}}",0,"Question{QuestionCommittee{λ=17084997/16777216, rank=4}}",0,"Question{QuestionCommittee{λ=69013/65536, rank=4}}",0,"Question{QuestionCommittee{λ=202858629/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=60817741/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=87625767/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=5898547/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=34193/32768, rank=3}}",0,"Question{QuestionCommittee{λ=2448085935/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=1082795/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=612791435/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=13265/8192, rank=8}}",0,"Question{QuestionCommittee{λ=4303755/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=376777427/268435456, rank=4}}",0,"Question{QuestionCommittee{λ=12580413981/8589934592, rank=3}}",0,"Question{QuestionCommittee{λ=16976589/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=19164167/16777216, rank=3}}",0,"Question{QuestionCommittee{λ=2346147/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=38182872877/17179869184, rank=7}}",0,"Question{QuestionCommittee{λ=3208975/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=19199811/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=4716093/2097152, rank=6}}"
192,0,"Question{QuestionCommittee{λ=17904151293/17179869184, rank=4}}",0,"Question{QuestionCommittee{λ=79750647/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=35898747/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=31849821/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=34170013/33554432, rank=4}}",0,"Question{QuestionCommittee{λ=1539479/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=156171183/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=121635501/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=5604275/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=72937703/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=9145359/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=9495187/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=2165609/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=35321831/33554432, rank=3}}",0,"Question{QuestionCommittee{λ=2689488915/2147483648, rank=5}}",0,"Question{QuestionCommittee{λ=8642337/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=16840961/16777216, rank=2}}",0,"Question{QuestionCommittee{λ=5244833/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=171561525/134217728, rank=6}}",0,"Question{QuestionCommittee{λ=98311519/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=6458463153/4294967296, rank=5}}",0,"Question{QuestionCommittee{λ=302101/262144, rank=2}}",0,"Question{QuestionCommittee{λ=295994215/268435456, rank=4}}",0,"Question{QuestionCommittee{λ=534985/524288, rank=6}}",0,"Question{QuestionCommittee{λ=2156261/2097152, rank=1}}"
193,0,"Question{QuestionCommittee{λ=131889/131072, rank=2}}",0,"Question{QuestionCommittee{λ=194626613/134217728, rank=6}}",0,"Question{QuestionCommittee{λ=677789/524288, rank=3}}",0,"Question{QuestionCommittee{λ=4778877/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=152599/131072, rank=6}}",0,"Question{QuestionCommittee{λ=1301561609/1073741824, rank=5}}",0,"Question{QuestionCommittee{λ=38197595/33554432, rank=4}}",0,"Question{QuestionCommittee{λ=243270983/134217728, rank=6}}",0,"Question{QuestionCommittee{λ=285698685/268435456, rank=4}}",0,"Question{QuestionCommittee{λ=4310755/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=54055907/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=685845/524288, rank=1}}",0,"Question{QuestionCommittee{λ=1158149/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=70643643/67108864, rank=3}}",0,"Question{QuestionCommittee{λ=234208591/134217728, rank=6}}",0,"Question{QuestionCommittee{λ=2251812599/1073741824, rank=3}}",0,"Question{QuestionCommittee{λ=863251869/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=605005199/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=69627903/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=38328353/33554432, rank=3}}",0,"Question{QuestionCommittee{λ=34873621/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=793241389/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=6025581/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=290397/262144, rank=4}}",0,"Question{QuestionCommittee{λ=301932627/268435456, rank=5}}"
194,0,"Question{QuestionCommittee{λ=139207727/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=159501275/134217728, rank=7}}",0,"Question{QuestionCommittee{λ=306133071/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=195818749/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=305179/262144, rank=6}}",0,"Question{QuestionCommittee{λ=2603123199/2147483648, rank=5}}",0,"Question{QuestionCommittee{λ=204056617/134217728, rank=3}}",0,"Question{QuestionCommittee{λ=1112297289/1073741824, rank=4}}",0,"Question{QuestionCommittee{λ=42239237/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=316526109/268435456, rank=2}}",0,"Question{QuestionCommittee{λ=1188096383/1073741824, rank=2}}",0,"Question{QuestionCommittee{λ=1371709/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=72602125/67108864, rank=4}}",0,"Question{QuestionCommittee{λ=5713099/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=135212055/134217728, rank=3}}",0,"Question{QuestionCommittee{λ=17284693/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=73352009901/68719476736, rank=3}}",0,"Question{QuestionCommittee{λ=556721/524288, rank=1}}",0,"Question{QuestionCommittee{λ=4536907805/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=76656725/67108864, rank=3}}",0,"Question{QuestionCommittee{λ=69747261/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=76365745773/34359738368, rank=7}}",0,"Question{QuestionCommittee{λ=638146669/536870912, rank=7}}",0,"Question{QuestionCommittee{λ=18308075181/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=99754683/67108864, rank=8}}"
195,0,"Question{QuestionCommittee{λ=35808302605/34359738368, rank=4}}",0,"Question{QuestionCommittee{λ=391249/262144, rank=3}}",0,"Question{QuestionCommittee{λ=647354107/536870912, rank=4}}",0,"Question{QuestionCommittee{λ=2635593/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=88482287/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=5206246417/4294967296, rank=5}}",0,"Question{QuestionCommittee{λ=405717239/268435456, rank=5}}",0,"Question{QuestionCommittee{λ=33694101/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=3039989/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=145875387/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=157543705/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=535973/524288, rank=3}}",0,"Question{QuestionCommittee{λ=4331237/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=141287305/134217728, rank=3}}",0,"Question{QuestionCommittee{λ=139076275/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=2278203/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=2200569/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=1113461/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=139255787/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=1346819/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=4692313/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=604221/524288, rank=2}}",0,"Question{QuestionCommittee{λ=1276293319/1073741824, rank=7}}",0,"Question{QuestionCommittee{λ=134801275/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=45261035/33554432, rank=7}}"
196,0,"Question{QuestionCommittee{λ=9834169/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=271397/262144, rank=4}}",0,"Question{QuestionCommittee{λ=8468921/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=5271205/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=15043301/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=9192156445/8589934592, rank=2}}",0,"Question{QuestionCommittee{λ=8433665557/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=428049193/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=11208569/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=10552081/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=108111833/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=18990393/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=167284815/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=44286943/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=26549/16384, rank=8}}",0,"Question{QuestionCommittee{λ=34925149/33554432, rank=4}}",0,"Question{QuestionCommittee{λ=753554873/536870912, rank=4}}",0,"Question{QuestionCommittee{λ=25160827981/17179869184, rank=3}}",0,"Question{QuestionCommittee{λ=109749595/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=315881021/268435456, rank=4}}",0,"Question{QuestionCommittee{λ=1267817/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=16876111/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=9614933653/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=580775/524288, rank=4}}",0,"Question{QuestionCommittee{λ=603865273/536870912, rank=5}}"
197,0,"Question{QuestionCommittee{λ=71616605229/68719476736, rank=4}}",0,"Question{QuestionCommittee{λ=101615505/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=612266123/536870912, rank=7}}",0,"Question{QuestionCommittee{λ=2203305/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=34820193/33554432, rank=3}}",0,"Question{QuestionCommittee{λ=3078939/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=408113253/268435456, rank=3}}",0,"Question{QuestionCommittee{λ=856098405/536870912, rank=7}}",0,"Question{QuestionCommittee{λ=84478455/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=291750755/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=2376192747/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=73856315/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=34818597/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=1225582851/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=270424091/268435456, rank=3}}",0,"Question{QuestionCommittee{λ=4556387/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=146704019821/137438953472, rank=3}}",0,"Question{QuestionCommittee{λ=7006049/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=33953159/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=631762023/536870912, rank=4}}",0,"Question{QuestionCommittee{λ=9384607/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=152731491565/68719476736, rank=7}}",0,"Question{QuestionCommittee{λ=7594327/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=36417485/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=9432205/4194304, rank=6}}"
198,0,"Question{QuestionCommittee{λ=278415435/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=782517/524288, rank=3}}",0,"Question{QuestionCommittee{λ=71797475/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=63699661/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=69640367/67108864, rank=3}}",0,"Question{QuestionCommittee{λ=138045/131072, rank=4}}",0,"Question{QuestionCommittee{λ=312342347/268435456, rank=2}}",0,"Question{QuestionCommittee{λ=1152640521/1073741824, rank=3}}",0,"Question{QuestionCommittee{λ=175251515/134217728, rank=6}}",0,"Question{QuestionCommittee{λ=8621491/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=214647137/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=1071927/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=334569649/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=282574629/268435456, rank=3}}",0,"Question{QuestionCommittee{λ=12667199/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=34569367/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=4401157/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=1210010379/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=278511593/268435456, rank=2}}",0,"Question{QuestionCommittee{λ=21869957/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=33136703373/8589934592, rank=7}}",0,"Question{QuestionCommittee{λ=33752241/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=3293791/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=38399641/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=4312503/4194304, rank=1}}"
199,0,"Question{QuestionCommittee{λ=143233210477/137438953472, rank=4}}",0,"Question{QuestionCommittee{λ=203231029/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=143778471/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=20836053/16777216, rank=3}}",0,"Question{QuestionCommittee{λ=1340506669/1073741824, rank=7}}",0,"Question{QuestionCommittee{λ=1163013/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=16867331133/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=67388183/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=168956929/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=270440659/268435456, rank=6}}",0,"Question{QuestionCommittee{λ=2180342541/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=2743399/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=8875902357/8589934592, rank=6}}",0,"Question{QuestionCommittee{λ=565149277/536870912, rank=3}}",0,"Question{QuestionCommittee{λ=53079/32768, rank=8}}",0,"Question{QuestionCommittee{λ=64862473/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=8802333/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=2226941/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=219499209/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=1263524065/1073741824, rank=4}}",0,"Question{QuestionCommittee{λ=12916926325/8589934592, rank=5}}",0,"Question{QuestionCommittee{λ=67504501/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=12051143/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=102211003/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=199509385/134217728, rank=8}}"
